"REF_DATE","GEO","DGUID","National Occupational Classification","Job vacancy characteristics","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","University certificate or diploma below bachelor's level","Average offered hourly wage","Dollars","81","units","0","v105068388","7.322.10.5","38.85","B","","","2"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","University certificate or diploma below bachelor's level","Average offered hourly wage","Dollars","81","units","0","v105068388","7.322.10.5","47.70","A","","","2"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","University certificate or diploma below bachelor's level","Average offered hourly wage","Dollars","81","units","0","v105068388","7.322.10.5","51.70","B","","","2"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","University certificate or diploma below bachelor's level","Average offered hourly wage","Dollars","81","units","0","v105068388","7.322.10.5","42.00","B","","","2"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","University certificate or diploma below bachelor's level","Average offered hourly wage","Dollars","81","units","0","v105068388","7.322.10.5","49.25","B","","","2"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","University certificate or diploma below bachelor's level","Average offered hourly wage","Dollars","81","units","0","v105068388","7.322.10.5","49.75","B","","","2"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","University certificate or diploma below bachelor's level","Average offered hourly wage","Dollars","81","units","0","v105068388","7.322.10.5","46.65","C","","","2"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","University certificate or diploma below bachelor's level","Average offered hourly wage","Dollars","81","units","0","v105068388","7.322.10.5","47.25","D","","","2"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Job vacancies","Number","223","units","0","v105068392","7.322.12.1","1475","E","","","0"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Job vacancies","Number","223","units","0","v105068392","7.322.12.1","1120","D","","","0"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Job vacancies","Number","223","units","0","v105068392","7.322.12.1","1505","C","","","0"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Job vacancies","Number","223","units","0","v105068392","7.322.12.1","1640","C","","","0"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Job vacancies","Number","223","units","0","v105068392","7.322.12.1","3345","D","","","0"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Job vacancies","Number","223","units","0","v105068392","7.322.12.1","2150","C","","","0"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Job vacancies","Number","223","units","0","v105068392","7.322.12.1","2730","B","","","0"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Job vacancies","Number","223","units","0","v105068392","7.322.12.1","2490","C","","","0"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Job vacancies","Number","223","units","0","v105068392","7.322.12.1","2380","D","","","0"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Job vacancies","Number","223","units","0","v105068392","7.322.12.1","1640","C","","","0"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Job vacancies","Number","223","units","0","v105068392","7.322.12.1","1240","C","","","0"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Job vacancies","Number","223","units","0","v105068392","7.322.12.1","1225","E","","","0"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105068393","7.322.12.2","82.8","A","","","1"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105068393","7.322.12.2","65.4","B","","","1"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105068393","7.322.12.2","64.9","B","","","1"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105068393","7.322.12.2","58.7","B","","","1"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105068393","7.322.12.2","68.8","B","","","1"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105068393","7.322.12.2","59.6","B","","","1"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105068393","7.322.12.2","63.3","B","","","1"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105068393","7.322.12.2","67.4","B","","","1"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105068393","7.322.12.2","70.4","B","","","1"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105068393","7.322.12.2","70.4","B","","","1"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105068393","7.322.12.2","47.7","D","","","1"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105068393","7.322.12.2","73.6","D","","","1"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Average offered hourly wage","Dollars","81","units","0","v105068394","7.322.12.5","54.30","C","","","2"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Average offered hourly wage","Dollars","81","units","0","v105068394","7.322.12.5","48.60","A","","","2"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Average offered hourly wage","Dollars","81","units","0","v105068394","7.322.12.5","48.20","A","","","2"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Average offered hourly wage","Dollars","81","units","0","v105068394","7.322.12.5","50.00","A","","","2"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Average offered hourly wage","Dollars","81","units","0","v105068394","7.322.12.5","53.20","B","","","2"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Average offered hourly wage","Dollars","81","units","0","v105068394","7.322.12.5","47.45","A","","","2"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Average offered hourly wage","Dollars","81","units","0","v105068394","7.322.12.5","50.70","A","","","2"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Average offered hourly wage","Dollars","81","units","0","v105068394","7.322.12.5","49.20","A","","","2"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Average offered hourly wage","Dollars","81","units","0","v105068394","7.322.12.5","48.85","A","","","2"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Average offered hourly wage","Dollars","81","units","0","v105068394","7.322.12.5","51.80","B","","","2"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Average offered hourly wage","Dollars","81","units","0","v105068394","7.322.12.5","47.80","B","","","2"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","Bachelor's degree","Average offered hourly wage","Dollars","81","units","0","v105068394","7.322.12.5","42.30","D","","","2"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105068395","7.322.13.1","","F","","","0"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105068395","7.322.13.1","165","E","","","0"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105068395","7.322.13.1","","F","","","0"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105068395","7.322.13.1","360","E","","","0"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105068395","7.322.13.1","435","E","","","0"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105068395","7.322.13.1","190","E","","","0"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105068395","7.322.13.1","375","E","","","0"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105068395","7.322.13.1","","F","","","0"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105068395","7.322.13.1","","F","","","0"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105068395","7.322.13.1","","F","","","0"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105068395","7.322.13.1","","F","","","0"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Job vacancies","Number","223","units","0","v105068395","7.322.13.1","","F","","","0"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105068396","7.322.13.2","5.9","E","","","1"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105068396","7.322.13.2","9.5","E","","","1"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105068396","7.322.13.2","","F","","","1"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105068396","7.322.13.2","12.9","E","","","1"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105068396","7.322.13.2","8.9","E","","","1"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105068396","7.322.13.2","5.2","E","","","1"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105068396","7.322.13.2","8.7","E","","","1"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105068396","7.322.13.2","6.1","E","","","1"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105068396","7.322.13.2","","F","","","1"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105068396","7.322.13.2","","F","","","1"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105068396","7.322.13.2","","F","","","1"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105068396","7.322.13.2","","F","","","1"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Average offered hourly wage","Dollars","81","units","0","v105068397","7.322.13.5","64.65","D","","","2"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Average offered hourly wage","Dollars","81","units","0","v105068397","7.322.13.5","51.70","A","","","2"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Average offered hourly wage","Dollars","81","units","0","v105068397","7.322.13.5","44.95","B","","","2"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Average offered hourly wage","Dollars","81","units","0","v105068397","7.322.13.5","54.90","B","","","2"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Average offered hourly wage","Dollars","81","units","0","v105068397","7.322.13.5","48.85","A","","","2"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Average offered hourly wage","Dollars","81","units","0","v105068397","7.322.13.5","53.15","A","","","2"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Average offered hourly wage","Dollars","81","units","0","v105068397","7.322.13.5","50.85","B","","","2"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Average offered hourly wage","Dollars","81","units","0","v105068397","7.322.13.5","53.00","B","","","2"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Average offered hourly wage","Dollars","81","units","0","v105068397","7.322.13.5","54.20","A","","","2"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Average offered hourly wage","Dollars","81","units","0","v105068397","7.322.13.5","56.60","B","","","2"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Average offered hourly wage","Dollars","81","units","0","v105068397","7.322.13.5","49.85","B","","","2"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","University certificate, diploma or degree above the bachelor's level","Average offered hourly wage","Dollars","81","units","0","v105068397","7.322.13.5","54.90","E","","","2"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v105068407","7.322.17.1","1780","E","","","0"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v105068407","7.322.17.1","1715","C","","","0"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v105068407","7.322.17.1","2315","C","","","0"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v105068407","7.322.17.1","2795","B","","","0"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v105068407","7.322.17.1","4860","D","","","0"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v105068407","7.322.17.1","3605","B","","","0"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v105068407","7.322.17.1","4315","B","","","0"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v105068407","7.322.17.1","3700","C","","","0"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v105068407","7.322.17.1","3385","C","","","0"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v105068407","7.322.17.1","2335","C","","","0"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v105068407","7.322.17.1","2600","D","","","0"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Job vacancies","Number","223","units","0","v105068407","7.322.17.1","1665","C","","","0"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Proportion of job vacancies","Percentage","242","units","0","v105068408","7.322.17.2","100.0","","","","1"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Proportion of job vacancies","Percentage","242","units","0","v105068408","7.322.17.2","100.0","","","","1"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Proportion of job vacancies","Percentage","242","units","0","v105068408","7.322.17.2","100.0","","","","1"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Proportion of job vacancies","Percentage","242","units","0","v105068408","7.322.17.2","100.0","","","","1"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Proportion of job vacancies","Percentage","242","units","0","v105068408","7.322.17.2","100.0","","","","1"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Proportion of job vacancies","Percentage","242","units","0","v105068408","7.322.17.2","100.0","","","","1"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Proportion of job vacancies","Percentage","242","units","0","v105068408","7.322.17.2","100.0","","","","1"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Proportion of job vacancies","Percentage","242","units","0","v105068408","7.322.17.2","100.0","","","","1"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Proportion of job vacancies","Percentage","242","units","0","v105068408","7.322.17.2","100.0","","","","1"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Proportion of job vacancies","Percentage","242","units","0","v105068408","7.322.17.2","100.0","","","","1"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Proportion of job vacancies","Percentage","242","units","0","v105068408","7.322.17.2","100.0","","","","1"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Proportion of job vacancies","Percentage","242","units","0","v105068408","7.322.17.2","100.0","","","","1"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Average offered hourly wage","Dollars","81","units","0","v105068409","7.322.17.5","53.25","C","","","2"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Average offered hourly wage","Dollars","81","units","0","v105068409","7.322.17.5","48.75","A","","","2"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Average offered hourly wage","Dollars","81","units","0","v105068409","7.322.17.5","46.30","A","","","2"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Average offered hourly wage","Dollars","81","units","0","v105068409","7.322.17.5","49.65","A","","","2"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Average offered hourly wage","Dollars","81","units","0","v105068409","7.322.17.5","49.45","B","","","2"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Average offered hourly wage","Dollars","81","units","0","v105068409","7.322.17.5","45.10","A","","","2"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Average offered hourly wage","Dollars","81","units","0","v105068409","7.322.17.5","49.50","A","","","2"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Average offered hourly wage","Dollars","81","units","0","v105068409","7.322.17.5","46.90","A","","","2"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Average offered hourly wage","Dollars","81","units","0","v105068409","7.322.17.5","48.75","A","","","2"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Average offered hourly wage","Dollars","81","units","0","v105068409","7.322.17.5","50.20","A","","","2"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Average offered hourly wage","Dollars","81","units","0","v105068409","7.322.17.5","42.60","B","","","2"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","Minimum experience level sought, all levels","Average offered hourly wage","Dollars","81","units","0","v105068409","7.322.17.5","42.40","A","","","2"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Job vacancies","Number","223","units","0","v105068410","7.322.18.1","","F","","","0"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Job vacancies","Number","223","units","0","v105068410","7.322.18.1","","F","","","0"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Job vacancies","Number","223","units","0","v105068410","7.322.18.1","240","D","","","0"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Job vacancies","Number","223","units","0","v105068410","7.322.18.1","255","D","","","0"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Job vacancies","Number","223","units","0","v105068410","7.322.18.1","625","D","","","0"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Job vacancies","Number","223","units","0","v105068410","7.322.18.1","695","D","","","0"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Job vacancies","Number","223","units","0","v105068410","7.322.18.1","445","C","","","0"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Job vacancies","Number","223","units","0","v105068410","7.322.18.1","665","E","","","0"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Job vacancies","Number","223","units","0","v105068410","7.322.18.1","440","C","","","0"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Job vacancies","Number","223","units","0","v105068410","7.322.18.1","405","D","","","0"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Job vacancies","Number","223","units","0","v105068410","7.322.18.1","","F","","","0"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Job vacancies","Number","223","units","0","v105068410","7.322.18.1","","F","","","0"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Proportion of job vacancies","Percentage","242","units","0","v105068411","7.322.18.2","","F","","","1"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Proportion of job vacancies","Percentage","242","units","0","v105068411","7.322.18.2","","F","","","1"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Proportion of job vacancies","Percentage","242","units","0","v105068411","7.322.18.2","10.4","D","","","1"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Proportion of job vacancies","Percentage","242","units","0","v105068411","7.322.18.2","9.1","D","","","1"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Proportion of job vacancies","Percentage","242","units","0","v105068411","7.322.18.2","12.9","E","","","1"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Proportion of job vacancies","Percentage","242","units","0","v105068411","7.322.18.2","19.3","C","","","1"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Proportion of job vacancies","Percentage","242","units","0","v105068411","7.322.18.2","10.3","C","","","1"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Proportion of job vacancies","Percentage","242","units","0","v105068411","7.322.18.2","18.0","E","","","1"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Proportion of job vacancies","Percentage","242","units","0","v105068411","7.322.18.2","13.0","D","","","1"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Proportion of job vacancies","Percentage","242","units","0","v105068411","7.322.18.2","17.4","D","","","1"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Proportion of job vacancies","Percentage","242","units","0","v105068411","7.322.18.2","44.3","D","","","1"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Proportion of job vacancies","Percentage","242","units","0","v105068411","7.322.18.2","35.5","E","","","1"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Average offered hourly wage","Dollars","81","units","0","v105068412","7.322.18.5","28.55","C","","","2"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Average offered hourly wage","Dollars","81","units","0","v105068412","7.322.18.5","36.85","B","","","2"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Average offered hourly wage","Dollars","81","units","0","v105068412","7.322.18.5","34.55","B","","","2"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Average offered hourly wage","Dollars","81","units","0","v105068412","7.322.18.5","34.85","A","","","2"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Average offered hourly wage","Dollars","81","units","0","v105068412","7.322.18.5","37.50","B","","","2"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Average offered hourly wage","Dollars","81","units","0","v105068412","7.322.18.5","29.25","A","","","2"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Average offered hourly wage","Dollars","81","units","0","v105068412","7.322.18.5","37.05","A","","","2"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Average offered hourly wage","Dollars","81","units","0","v105068412","7.322.18.5","31.30","B","","","2"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Average offered hourly wage","Dollars","81","units","0","v105068412","7.322.18.5","39.00","A","","","2"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Average offered hourly wage","Dollars","81","units","0","v105068412","7.322.18.5","42.50","A","","","2"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Average offered hourly wage","Dollars","81","units","0","v105068412","7.322.18.5","32.05","A","","","2"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","Less than 1 year","Average offered hourly wage","Dollars","81","units","0","v105068412","7.322.18.5","27.75","D","","","2"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v105068413","7.322.19.1","280","E","","","0"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v105068413","7.322.19.1","275","C","","","0"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v105068413","7.322.19.1","195","D","","","0"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v105068413","7.322.19.1","530","D","","","0"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v105068413","7.322.19.1","700","D","","","0"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v105068413","7.322.19.1","755","D","","","0"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v105068413","7.322.19.1","1040","C","","","0"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v105068413","7.322.19.1","625","D","","","0"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v105068413","7.322.19.1","660","D","","","0"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","1 year to less than 3 years","Job vacancies","Number","223","units","0","v105068413","7.322.19.1","485","E","","","0"
